order_number,customer_state,index,order_number,employee_id,employee_name,employee_job_title,order_date,order_type,customer_type,cust_id,customer_name,prod_category,prod_number,prod_name,quantity,price,order_total
1104685,Louisiana,4024,1104685,900010859,Nick Chen,Sales Representative,10/19/2019,Retail,Individual,1883,Godfree Reside,Olive Oil,OO203,Garlic Extra Virgin Olive Oil 2pk,1,$45.00 ,45.0
1104698,Texas,4025,1104698,900010859,Nick Chen,Sales Representative,10/21/2019,Retail,Individual,2025,Chauncey Lawful,Olive Oil,OO305,Extra Virgin Olive Oil - Trio 3pk,4,$70.00 ,280.0
1104744,Mississippi,4026,1104744,900010859,Nick Chen,Sales Representative,10/27/2019,Retail,Individual,1286,Garret Pritchett,Gift Basket,GB302,Scented Olive Oil Bath Soap Gift Basket,3,$45.00 ,135.0
1104763,Texas,4027,1104763,900010859,Nick Chen,Sales Representative,10/30/2019,Retail,Individual,1488,Ellette Kondratowicz,Olive Oil,OO206,Chili Extra Virgin Olive Oil 2pk,4,$45.00 ,180.0
1104776,Texas,4028,1104776,900010859,Nick Chen,Sales Representative,11/1/2019,Retail,Individual,4025,Hannie Furnival,Olive Oil,OO603,Extra Virgin Olive Oil - Delicate 6pk,2,$114.00 ,228.0
1104796,Texas,4029,1104796,900010859,Nick Chen,Sales Representative,11/5/2019,Retail,Individual,2007,Cornelle Van der Hoeven,Olive Oil,OO609,Lemon Extra Virgin Olive Oil 6pk,2,$123.00 ,246.0
1104816,Texas,4030,1104816,900010859,Nick Chen,Sales Representative,11/7/2019,Retail,Individual,3243,Deena Marrill,Bath products,BP305,Mandarin and Olive Oil Lotion,4,$9.99 ,39.96
1104823,Oklahoma,4031,1104823,900010859,Nick Chen,Sales Representative,11/8/2019,Retail,Individual,3059,Sigmund Bodycote,Olive Oil,OO604,Extra Virgin Olive Oil - Trio 6pk,2,$114.00 ,228.0
1104832,Oklahoma,4032,1104832,900010859,Nick Chen,Sales Representative,11/10/2019,Retail,Individual,1228,Bunni Lapthorn,Olive Oil,OO608,Rosemary Extra Virgin Olive Oil 6pk,1,$123.00 ,123.0
1104844,Arkansas,4033,1104844,900010859,Nick Chen,Sales Representative,11/11/2019,Wholesale,Business,1163,Schuppe Inc,Olive Oil,OO121,Extra Virgin Olive Oil - Medium 12 pk,1,$19.50 ,19.5
1104855,Texas,4034,1104855,900010859,Nick Chen,Sales Representative,11/13/2019,Wholesale,Business,3194,Dickinson Group,Bath products,BP105,Lavender and Olive Oil Lotion,6,$9.99 ,59.94
1104859,Texas,4035,1104859,900010859,Nick Chen,Sales Representative,11/14/2019,Retail,Individual,3349,Gerianna Bourhill,Olive Oil,OO122,Extra Virgin Olive Oil - Bold 12pk,1,$234.00 ,234.0
1104867,New Mexico,4036,1104867,900010859,Nick Chen,Sales Representative,11/14/2019,Retail,Individual,4039,Cecil Ives,Olive Oil,OO602,Extra Virgin Olive Oil - Medium 6pk,4,$114.00 ,456.0
1104869,Missouri,4037,1104869,900010859,Nick Chen,Sales Representative,11/15/2019,Retail,Individual,3045,Bethany Scogin,Bath products,BP104,Lavender and Olive Oil Bar Soap 3pk,3,$14.50 ,43.5
1104913,Texas,4038,1104913,900010859,Nick Chen,Sales Representative,11/21/2019,Retail,Individual,2554,Vito Canwell,Gift Basket,GB103,Lemon EVOO Gift Basket,2,$75.00 ,150.0
1104916,Texas,4039,1104916,900010859,Nick Chen,Sales Representative,11/22/2019,Retail,Individual,1825,Issy Castro,Olive Oil,OO126,Lemon Extra Virgin Olive Oil 12pk,4,$234.00 ,936.0
1104930,Texas,4040,1104930,900010859,Nick Chen,Sales Representative,11/23/2019,Wholesale,Business,1562,Schroeder Group,Olive Oil,OO308,Basil Extra Virgin Olive Oil,3,$26.00 ,78.0
1104961,Texas,4041,1104961,900010859,Nick Chen,Sales Representative,11/27/2019,Wholesale,Business,3200,Hagenes Group,Olive Oil,OO605,Chili Extra Virgin Olive Oil 6pk,1,$123.00 ,123.0
1104958,Missouri,4042,1104958,900010859,Nick Chen,Sales Representative,11/27/2019,Wholesale,Business,2848,Weimann LLC,Bath products,BP500,Vanilla and Olive Oil Body Soap,10,$7.45 ,74.5
1104971,Texas,4043,1104971,900010859,Nick Chen,Sales Representative,11/29/2019,Wholesale,Business,3427,Thiel LLC,Olive Oil,OO206,Chili Extra Virgin Olive Oil 2pk,3,$45.00 ,135.0
1105013,Arkansas,4044,1105013,900010859,Nick Chen,Sales Representative,12/4/2019,Retail,Individual,2044,Netta Prowse,Olive Oil,OO302,Chili Extra Virgin Olive Oil,1,$26.00 ,26.0
1105066,Louisiana,4045,1105066,900010859,Nick Chen,Sales Representative,12/13/2019,Retail,Individual,2292,Den Shellum,Olive Oil,OO122,Extra Virgin Olive Oil - Bold 12pk,2,$234.00 ,468.0
1105077,Oklahoma,4046,1105077,900010859,Nick Chen,Sales Representative,12/15/2019,Retail,Individual,2622,Noelle Carlile,Olive Oil,OO200,Extra Virgin Olive Oil - Bold 2pk,4,$17.50 ,70.0
1105076,Louisiana,4047,1105076,900010859,Nick Chen,Sales Representative,12/15/2019,Retail,Individual,3702,Arnie Wace,Bath products,BP304,Mandarin and Olive Oil Bar Soap 3pk,3,$14.50 ,43.5
1105090,Louisiana,4048,1105090,900010859,Nick Chen,Sales Representative,12/17/2019,Retail,Individual,3545,Joyce Girardey,Olive Oil,OO127,Rosemary Extra Virgin Olive Oil 12pk,2,$234.00 ,468.0
1105089,Texas,4049,1105089,900010859,Nick Chen,Sales Representative,12/17/2019,Retail,Individual,3243,Deena Marrill,Olive Oil,OO606,Basil Extra Virgin Olive Oil 6pk,3,$123.00 ,369.0
1105112,Missouri,4050,1105112,900010859,Nick Chen,Sales Representative,12/20/2019,Wholesale,Business,2848,Weimann LLC,Olive Oil,OO124,Basil Extra Virgin Olive Oil 12pk,11,$234.00 ,2574.0
1105145,Oklahoma,4051,1105145,900010859,Nick Chen,Sales Representative,12/26/2019,Retail,Individual,2622,Noelle Carlile,Olive Oil,OO304,Extra Virgin Olive Oil - Medium,3,$24.50 ,73.5
1105183,Mississippi,4052,1105183,900010859,Nick Chen,Sales Representative,12/31/2019,Retail,Individual,1286,Garret Pritchett,Olive Oil,OO609,Lemon Extra Virgin Olive Oil 6pk,2,$123.00 ,246.0
1105224,Missouri,4053,1105224,900010859,Nick Chen,Sales Representative,1/5/2020,Retail,Individual,3047,Leif Bleakley,Gift Basket,GB104,Garlic EVOO Gift Basket,3,$75.00 ,225.0
1105269,Texas,4054,1105269,900010859,Nick Chen,Sales Representative,1/12/2020,Retail,Individual,1861,Shaun Souttar,Olive Oil,OO603,Extra Virgin Olive Oil - Delicate 6pk,3,$114.00 ,342.0
1105312,Texas,4055,1105312,900010859,Nick Chen,Sales Representative,1/19/2020,Retail,Individual,1476,Marquita Igglesden,Olive Oil,OO205,Rosemary Extra Virgin Olive Oil 2pk,1,$45.00 ,45.0
1105317,Louisiana,4056,1105317,900010859,Nick Chen,Sales Representative,1/20/2020,Retail,Individual,2609,Winni Denmead,Olive Oil,OO128,Chili Extra Virgin Olive Oil 12pk,4,$234.00 ,936.0
1105330,Missouri,4057,1105330,900010859,Nick Chen,Sales Representative,1/21/2020,Wholesale,Business,1665,Grant Group,Olive Oil,OO128,Chili Extra Virgin Olive Oil 12pk,14,$234.00 ,3276.0
1105353,Texas,4058,1105353,900010859,Nick Chen,Sales Representative,1/25/2020,Retail,Individual,3252,Arleta Bernadot,Olive Oil,OO605,Chili Extra Virgin Olive Oil 6pk,1,$123.00 ,123.0
1105358,Oklahoma,4059,1105358,900010859,Nick Chen,Sales Representative,1/26/2020,Retail,Individual,1228,Bunni Lapthorn,Olive Oil,OO204,Lemon Extra Virgin Olive Oil 2pk,4,$45.00 ,180.0
1105374,Missouri,4060,1105374,900010859,Nick Chen,Sales Representative,1/28/2020,Retail,Individual,2145,Stanleigh Geater,Bath products,BP500,Vanilla and Olive Oil Body Soap,3,$7.45 ,22.35
1105397,Louisiana,4061,1105397,900010859,Nick Chen,Sales Representative,2/1/2020,Retail,Individual,2979,Merell Mushet,Bath products,BP503,Vanilla and Olive Oil Bar Soap,3,$5.99 ,17.97
1105408,Missouri,4062,1105408,900010859,Nick Chen,Sales Representative,2/2/2020,Retail,Individual,1451,Myra Brislawn,Olive Oil,OO125,Garlic Extra Virgin Olive Oil 12pk,2,$234.00 ,468.0
1105444,Texas,4063,1105444,900010859,Nick Chen,Sales Representative,2/6/2020,Retail,Individual,2025,Chauncey Lawful,Olive Oil,OO201,Extra Virgin Olive Oil - Delicate 2pk,2,$45.00 ,90.0
1105460,Texas,4064,1105460,900010859,Nick Chen,Sales Representative,2/10/2020,Retail,Individual,3511,Nara Niesel,Bath products,BP304,Mandarin and Olive Oil Bar Soap 3pk,3,$14.50 ,43.5
1105461,Texas,4065,1105461,900010859,Nick Chen,Sales Representative,2/10/2020,Retail,Individual,3988,Wylma Bohlje,Olive Oil,OO207,Basil Extra Virgin Olive Oil 2pk,2,$45.00 ,90.0
1105468,Missouri,4066,1105468,900010859,Nick Chen,Sales Representative,2/11/2020,Wholesale,Business,1665,Grant Group,Olive Oil,OO127,Rosemary Extra Virgin Olive Oil 12pk,5,$234.00 ,1170.0
1105490,Missouri,4067,1105490,900010859,Nick Chen,Sales Representative,2/14/2020,Retail,Individual,2712,Randolph Seson,Gift Basket,GB304,Scented Olive Oil Bath Salts Gift Basket,2,$35.00 ,70.0
1105510,Louisiana,4068,1105510,900010859,Nick Chen,Sales Representative,2/16/2020,Retail,Individual,3176,Perri Theodoris,Bath products,BP305,Mandarin and Olive Oil Lotion,1,$9.99 ,9.99
1105585,Texas,4069,1105585,900010859,Nick Chen,Sales Representative,2/28/2020,Retail,Individual,2197,Nanette Alaway,Olive Oil,OO303,Extra Virgin Olive Oil - Delicate,2,$24.50 ,49.0
1105594,Texas,4070,1105594,900010859,Nick Chen,Sales Representative,2/29/2020,Retail,Individual,2537,Lonni Lockner,Bath products,BP303,Mandarin and Olive Oil Bar Soap,2,$5.99 ,11.98
1105651,New Mexico,4071,1105651,900010859,Nick Chen,Sales Representative,3/9/2020,Retail,Individual,4039,Cecil Ives,Olive Oil,OO602,Extra Virgin Olive Oil - Medium 6pk,2,$114.00 ,228.0
1105661,Texas,4072,1105661,900010859,Nick Chen,Sales Representative,3/9/2020,Retail,Individual,3372,Don Ramelot,Olive Oil,OO307,Rosemary Extra Virgin Olive Oil,2,$26.00 ,52.0
1105670,Oklahoma,4073,1105670,900010859,Nick Chen,Sales Representative,3/11/2020,Retail,Individual,2983,Edwina Byrd,Olive Oil,OO122,Extra Virgin Olive Oil - Bold 12pk,4,$234.00 ,936.0
1105696,Missouri,4074,1105696,900010859,Nick Chen,Sales Representative,3/14/2020,Retail,Individual,2712,Randolph Seson,Olive Oil,OO203,Garlic Extra Virgin Olive Oil 2pk,1,$45.00 ,45.0
1105714,Texas,4075,1105714,900010859,Nick Chen,Sales Representative,3/17/2020,Retail,Individual,3025,Carolynn Botler,Bath products,BP302,Mandarin and Olive Candle,4,$6.99 ,27.96
1105725,Arkansas,4076,1105725,900010859,Nick Chen,Sales Representative,3/19/2020,Wholesale,Business,1163,Schuppe Inc,Olive Oil,OO125,Garlic Extra Virgin Olive Oil 12pk,2,$234.00 ,468.0
1105812,Oklahoma,4077,1105812,900010859,Nick Chen,Sales Representative,3/30/2020,Retail,Individual,2983,Edwina Byrd,Bath products,BP105,Lavender and Olive Oil Lotion,3,$9.99 ,29.97
1105866,Texas,4078,1105866,900010859,Nick Chen,Sales Representative,4/7/2020,Retail,Individual,3589,Garland Agius,Bath products,BP402,Assorted Olive Bar Soap - 6 pk,3,$30.00 ,90.0
1105879,Texas,4079,1105879,900010859,Nick Chen,Sales Representative,4/10/2020,Retail,Individual,1476,Marquita Igglesden,Olive Oil,OO609,Lemon Extra Virgin Olive Oil 6pk,4,$123.00 ,492.0
1105884,Texas,4080,1105884,900010859,Nick Chen,Sales Representative,4/11/2020,Retail,Individual,1912,Druci Olphert,Olive Oil,OO127,Rosemary Extra Virgin Olive Oil 12pk,2,$234.00 ,468.0
1105901,Texas,4081,1105901,900010859,Nick Chen,Sales Representative,4/13/2020,Retail,Individual,1343,Marielle Gasquoine,Olive Oil,OO607,Garlic Extra Virgin Olive Oil 6pk,2,$123.00 ,246.0
1105934,Mississippi,4082,1105934,900010859,Nick Chen,Sales Representative,4/19/2020,Retail,Individual,1286,Garret Pritchett,Gift Basket,GB104,Garlic EVOO Gift Basket,4,$75.00 ,300.0
1105947,Texas,4083,1105947,900010859,Nick Chen,Sales Representative,4/21/2020,Wholesale,Business,1612,Carroll Inc,Olive Oil,OO126,Lemon Extra Virgin Olive Oil 12pk,6,$234.00 ,1404.0
1105953,Arkansas,4084,1105953,900010859,Nick Chen,Sales Representative,4/22/2020,Retail,Individual,2667,Barney Watkiss,Olive Oil,OO125,Garlic Extra Virgin Olive Oil 12pk,4,$234.00 ,936.0
1105964,Texas,4085,1105964,900010859,Nick Chen,Sales Representative,4/23/2020,Retail,Individual,1912,Druci Olphert,Gift Basket,GB100,Organic EVOO Gift Basket,3,$70.00 ,210.0
1105969,Louisiana,4086,1105969,900010859,Nick Chen,Sales Representative,4/25/2020,Retail,Individual,3272,Aura Carde,Bath products,BP105,Lavender and Olive Oil Lotion,3,$9.99 ,29.97
1105988,Texas,4087,1105988,900010859,Nick Chen,Sales Representative,4/28/2020,Retail,Individual,1548,Margeaux Stygall,Olive Oil,OO301,Extra Virgin Olive Oil - Bold,2,$24.50 ,49.0
1106025,Texas,4088,1106025,900010859,Nick Chen,Sales Representative,5/4/2020,Retail,Individual,3349,Gerianna Bourhill,Gift Basket,GB101,Infused EVOO Gift Basket,1,$75.00 ,75.0
1106054,Texas,4089,1106054,900010859,Nick Chen,Sales Representative,5/9/2020,Retail,Individual,3226,Joelle Vollam,Bath products,BP100,Lavender and Olive Body Soap,1,$7.45 ,7.45
1106134,Louisiana,4090,1106134,900010859,Nick Chen,Sales Representative,5/17/2020,Retail,Individual,1459,Suki Dixcee,Bath products,BP504,Vanilla and Olive Oil Bar Soap 3pk,2,$14.50 ,29.0
1106178,Texas,4091,1106178,900010859,Nick Chen,Sales Representative,5/24/2020,Retail,Individual,3017,Tallou Mallya,Gift Basket,GB304,Scented Olive Oil Bath Salts Gift Basket,1,$35.00 ,35.0
1106244,Texas,4092,1106244,900010859,Nick Chen,Sales Representative,6/3/2020,Retail,Individual,2367,Laurella Mewis,Olive Oil,OO601,Extra Virgin Olive Oil - Bold 6pk,4,$114.00 ,456.0
1106300,Texas,4093,1106300,900010859,Nick Chen,Sales Representative,6/10/2020,Retail,Individual,3226,Joelle Vollam,Bath products,BP402,Assorted Olive Bar Soap - 6 pk,2,$30.00 ,60.0
1106309,Texas,4094,1106309,900010859,Nick Chen,Sales Representative,6/11/2020,Retail,Individual,2054,Brewster Tucsell,Bath products,BP501,Vanilla and Olive Bath Salts,2,$8.50 ,17.0
1106329,Missouri,4095,1106329,900010859,Nick Chen,Sales Representative,6/13/2020,Retail,Individual,2746,Jordain Clears,Olive Oil,OO305,Extra Virgin Olive Oil - Trio 3pk,3,$70.00 ,210.0
1106366,Oklahoma,4096,1106366,900010859,Nick Chen,Sales Representative,6/20/2020,Wholesale,Business,1924,Rau Group,Bath products,BP102,Lavender and Olive Candle,14,$6.99 ,97.86
1106380,Texas,4097,1106380,900010859,Nick Chen,Sales Representative,6/22/2020,Retail,Individual,3566,Kennie Kington,Olive Oil,OO309,Garlic Extra Virgin Olive Oil,4,$26.00 ,104.0
1106414,Texas,4098,1106414,900010859,Nick Chen,Sales Representative,6/26/2020,Wholesale,Business,2624,Jacobson Inc,Olive Oil,OO128,Chili Extra Virgin Olive Oil 12pk,14,$234.00 ,3276.0
1106408,Texas,4099,1106408,900010859,Nick Chen,Sales Representative,6/26/2020,Retail,Individual,2326,Ada Byrth,Gift Basket,GB300,Deluxe Bath Gift Basket,4,$115.00 ,460.0
1106480,Oklahoma,4100,1106480,900010859,Nick Chen,Sales Representative,7/4/2020,Wholesale,Business,1924,Rau Group,Bath products,BP504,Vanilla and Olive Oil Bar Soap 3pk,7,$14.50 ,101.5
1106493,Texas,4101,1106493,900010859,Nick Chen,Sales Representative,7/6/2020,Retail,Individual,1611,Nolana Duplain,Gift Basket,GB104,Garlic EVOO Gift Basket,4,$75.00 ,300.0
1106513,Arkansas,4102,1106513,900010859,Nick Chen,Sales Representative,7/8/2020,Retail,Individual,2667,Barney Watkiss,Olive Oil,OO203,Garlic Extra Virgin Olive Oil 2pk,2,$45.00 ,90.0
1106562,Texas,4103,1106562,900010859,Nick Chen,Sales Representative,7/14/2020,Retail,Individual,2195,Bartholemy Dunseath,Olive Oil,OO309,Garlic Extra Virgin Olive Oil,2,$26.00 ,52.0
1106596,Missouri,4104,1106596,900010859,Nick Chen,Sales Representative,7/18/2020,Wholesale,Business,1665,Grant Group,Gift Basket,GB101,Infused EVOO Gift Basket,5,$75.00 ,375.0
1106595,Texas,4105,1106595,900010859,Nick Chen,Sales Representative,7/18/2020,Wholesale,Business,3194,Dickinson Group,Bath products,BP304,Mandarin and Olive Oil Bar Soap 3pk,2,$14.50 ,29.0
1106605,Louisiana,4106,1106605,900010859,Nick Chen,Sales Representative,7/19/2020,Retail,Individual,3769,Cristi Dorber,Olive Oil,OO200,Extra Virgin Olive Oil - Bold 2pk,2,$17.50 ,35.0
1106626,Louisiana,4107,1106626,900010859,Nick Chen,Sales Representative,7/21/2020,Retail,Individual,2609,Winni Denmead,Bath products,BP102,Lavender and Olive Candle,2,$6.99 ,13.98
1106649,Mississippi,4108,1106649,900010859,Nick Chen,Sales Representative,7/25/2020,Retail,Individual,3328,Kennith McCulley,Bath products,BP300,Mandarin and Olive Body Soap,3,$7.45 ,22.35
1106659,Texas,4109,1106659,900010859,Nick Chen,Sales Representative,7/26/2020,Retail,Individual,2367,Laurella Mewis,Bath products,BP103,Lavender and Olive Oil Bar Soap,3,$5.99 ,17.97
1106669,Texas,4110,1106669,900010859,Nick Chen,Sales Representative,7/27/2020,Wholesale,Business,3194,Dickinson Group,Olive Oil,OO124,Basil Extra Virgin Olive Oil 12pk,1,$234.00 ,234.0
1106679,Texas,4111,1106679,900010859,Nick Chen,Sales Representative,7/28/2020,Retail,Individual,3891,Viviyan De Micoli,Olive Oil,OO303,Extra Virgin Olive Oil - Delicate,3,$24.50 ,73.5
1106781,Texas,4112,1106781,900010859,Nick Chen,Sales Representative,8/12/2020,Retail,Individual,3251,Thor Grigorini,Olive Oil,OO120,Extra Virgin Olive Oil - Delicate 12pk,4,$234.00 ,936.0
1106851,Texas,4113,1106851,900010859,Nick Chen,Sales Representative,8/21/2020,Retail,Individual,3939,Rowena McCandless,Olive Oil,OO304,Extra Virgin Olive Oil - Medium,2,$24.50 ,49.0
1106859,Texas,4114,1106859,900010859,Nick Chen,Sales Representative,8/22/2020,Wholesale,Business,1562,Schroeder Group,Olive Oil,OO120,Extra Virgin Olive Oil - Delicate 12pk,14,$234.00 ,3276.0
1106883,Texas,4115,1106883,900010859,Nick Chen,Sales Representative,8/26/2020,Retail,Individual,3891,Viviyan De Micoli,Olive Oil,OO201,Extra Virgin Olive Oil - Delicate 2pk,2,$45.00 ,90.0
1106916,Texas,4116,1106916,900010859,Nick Chen,Sales Representative,8/31/2020,Wholesale,Business,3411,Macejkovic Group,Olive Oil,OO125,Garlic Extra Virgin Olive Oil 12pk,3,$234.00 ,702.0
1106920,Louisiana,4117,1106920,900010859,Nick Chen,Sales Representative,8/31/2020,Retail,Individual,3545,Joyce Girardey,Bath products,BP100,Lavender and Olive Body Soap,2,$7.45 ,14.9
1107041,Texas,4118,1107041,900010859,Nick Chen,Sales Representative,9/17/2020,Wholesale,Business,3411,Macejkovic Group,Olive Oil,OO122,Extra Virgin Olive Oil - Bold 12pk,5,$234.00 ,1170.0
1107057,Texas,4119,1107057,900010859,Nick Chen,Sales Representative,9/20/2020,Wholesale,Business,3200,Hagenes Group,Olive Oil,OO120,Extra Virgin Olive Oil - Delicate 12pk,8,$234.00 ,1872.0
1107075,Louisiana,4120,1107075,900010859,Nick Chen,Sales Representative,9/23/2020,Wholesale,Business,3944,Shanahan Foods,Olive Oil,OO127,Rosemary Extra Virgin Olive Oil 12pk,8,$234.00 ,1872.0
1107086,Texas,4121,1107086,900010859,Nick Chen,Sales Representative,9/24/2020,Retail,Individual,3260,Rikki Bevir,Olive Oil,OO309,Garlic Extra Virgin Olive Oil,4,$26.00 ,104.0
1107161,Louisiana,4122,1107161,900010859,Nick Chen,Sales Representative,10/6/2020,Wholesale,Business,3944,Shanahan Foods,Olive Oil,OO125,Garlic Extra Virgin Olive Oil 12pk,7,$234.00 ,1638.0
1107186,Oklahoma,4123,1107186,900010859,Nick Chen,Sales Representative,10/10/2020,Retail,Individual,2620,Jamal Markson,Olive Oil,OO202,Extra Virgin Olive Oil - Medium 2pk,4,$16.75 ,67.0
1107245,Texas,4124,1107245,900010859,Nick Chen,Sales Representative,10/18/2020,Retail,Individual,3871,Bobby Tissington,Gift Basket,GB301,Scented Olive Oil Candle Gift Basket,2,$19.50 ,39.0
1107263,Texas,4125,1107263,900010859,Nick Chen,Sales Representative,10/21/2020,Wholesale,Business,2850,Nadias Café,Olive Oil,OO126,Lemon Extra Virgin Olive Oil 12pk,1,$234.00 ,234.0
1107283,Texas,4126,1107283,900010859,Nick Chen,Sales Representative,10/23/2020,Retail,Individual,1511,Joby Carlesi,Olive Oil,OO308,Basil Extra Virgin Olive Oil,2,$26.00 ,52.0
1107300,Arkansas,4127,1107300,900010859,Nick Chen,Sales Representative,10/26/2020,Retail,Individual,1311,Geri Haddock,Olive Oil,OO609,Lemon Extra Virgin Olive Oil 6pk,1,$123.00 ,123.0
1107526,Mississippi,4128,1107526,900010859,Nick Chen,Sales Representative,11/26/2020,Retail,Individual,3685,Allen Havers,Gift Basket,GB106,Basil EVOO Gift Basket,2,$75.00 ,150.0
1107580,Texas,4129,1107580,900010859,Nick Chen,Sales Representative,12/3/2020,Retail,Individual,3871,Bobby Tissington,Gift Basket,GB106,Basil EVOO Gift Basket,2,$75.00 ,150.0
1107620,Texas,4130,1107620,900010859,Nick Chen,Sales Representative,12/9/2020,Retail,Individual,1343,Marielle Gasquoine,Gift Basket,GB300,Deluxe Bath Gift Basket,1,$115.00 ,115.0
1107676,Texas,4131,1107676,900010859,Nick Chen,Sales Representative,12/16/2020,Retail,Individual,3372,Don Ramelot,Gift Basket,GB301,Scented Olive Oil Candle Gift Basket,1,$19.50 ,19.5
1107757,Louisiana,4132,1107757,900010859,Nick Chen,Sales Representative,12/27/2020,Retail,Individual,2292,Den Shellum,Olive Oil,OO122,Extra Virgin Olive Oil - Bold 12pk,1,$234.00 ,234.0
1107765,Oklahoma,4133,1107765,900010859,Nick Chen,Sales Representative,12/28/2020,Retail,Individual,3059,Sigmund Bodycote,Olive Oil,OO607,Garlic Extra Virgin Olive Oil 6pk,3,$123.00 ,369.0
1107766,Texas,4134,1107766,900010859,Nick Chen,Sales Representative,12/28/2020,Retail,Individual,3551,Trueman Zanneli,Olive Oil,OO308,Basil Extra Virgin Olive Oil,4,$26.00 ,104.0
1107827,Texas,4135,1107827,900010859,Nick Chen,Sales Representative,1/6/2021,Retail,Individual,3251,Thor Grigorini,Olive Oil,OO301,Extra Virgin Olive Oil - Bold,4,$24.50 ,98.0
1107854,Texas,4136,1107854,900010859,Nick Chen,Sales Representative,1/11/2021,Wholesale,Business,3194,Dickinson Group,Olive Oil,OO207,Basil Extra Virgin Olive Oil 2pk,11,$45.00 ,495.0
1107941,Missouri,4137,1107941,900010859,Nick Chen,Sales Representative,1/23/2021,Retail,Individual,2746,Jordain Clears,Olive Oil,OO124,Basil Extra Virgin Olive Oil 12pk,3,$234.00 ,702.0
1107970,Texas,4138,1107970,900010859,Nick Chen,Sales Representative,1/27/2021,Retail,Individual,1880,Alyda Lucchi,Bath products,BP503,Vanilla and Olive Oil Bar Soap,4,$5.99 ,23.96
1102891,Florida,4139,1102891,900016625,Norm Hawkins,Sales Representative,2/4/2019,Retail,Individual,2275,Uriel Castanho,Olive Oil,OO201,Extra Virgin Olive Oil - Delicate 2pk,2,$45.00 ,90.0
1102890,Florida,4140,1102890,900016625,Norm Hawkins,Sales Representative,2/4/2019,Retail,Individual,3355,Nike Vero,Olive Oil,OO126,Lemon Extra Virgin Olive Oil 12pk,1,$234.00 ,234.0
1102905,Florida,4141,1102905,900016625,Norm Hawkins,Sales Representative,2/6/2019,Retail,Individual,2187,Joey Sumpner,Bath products,BP303,Mandarin and Olive Oil Bar Soap,3,$5.99 ,17.97
1102927,Florida,4142,1102927,900016625,Norm Hawkins,Sales Representative,2/8/2019,Retail,Individual,3922,Hamlin Minto,Gift Basket,GB301,Scented Olive Oil Candle Gift Basket,3,$19.50 ,58.5
1102934,Florida,4143,1102934,900016625,Norm Hawkins,Sales Representative,2/9/2019,Wholesale,Business,2031,Braun LLC,Bath products,BP402,Assorted Olive Bar Soap - 6 pk,9,$30.00 ,270.0
1102939,Alabama,4144,1102939,900016625,Norm Hawkins,Sales Representative,2/10/2019,Retail,Individual,2161,Sollie Ixer,Bath products,BP101,Lavender and Olive Bath Salts,1,$8.50 ,8.5
1102958,Alabama,4145,1102958,900016625,Norm Hawkins,Sales Representative,2/12/2019,Retail,Individual,1683,Marco Fernley,Bath products,BP300,Mandarin and Olive Body Soap,2,$7.45 ,14.9
1103016,Florida,4146,1103016,900016625,Norm Hawkins,Sales Representative,2/20/2019,Retail,Individual,2753,Spike Wedmore,Olive Oil,OO207,Basil Extra Virgin Olive Oil 2pk,3,$45.00 ,135.0
1103048,Florida,4147,1103048,900016625,Norm Hawkins,Sales Representative,2/24/2019,Wholesale,Business,2031,Braun LLC,Olive Oil,OO121,Extra Virgin Olive Oil - Medium 12 pk,1,$19.50 ,19.5
1103049,Florida,4148,1103049,900016625,Norm Hawkins,Sales Representative,2/25/2019,Retail,Individual,1827,Sean Feifer,Olive Oil,OO302,Chili Extra Virgin Olive Oil,2,$26.00 ,52.0
1103081,Florida,4149,1103081,900016625,Norm Hawkins,Sales Representative,3/5/2019,Retail,Individual,2964,Olga Gavagan,Olive Oil,OO301,Extra Virgin Olive Oil - Bold,2,$24.50 ,49.0
1103141,Florida,4150,1103141,900016625,Norm Hawkins,Sales Representative,3/15/2019,Retail,Individual,3708,Ida Skurm,Olive Oil,OO126,Lemon Extra Virgin Olive Oil 12pk,4,$234.00 ,936.0
1103224,Florida,4151,1103224,900016625,Norm Hawkins,Sales Representative,3/25/2019,Retail,Individual,2711,Clevey Dreng,Olive Oil,OO606,Basil Extra Virgin Olive Oil 6pk,1,$123.00 ,123.0
1103232,Florida,4152,1103232,900016625,Norm Hawkins,Sales Representative,3/26/2019,Retail,Individual,1450,Vassily Fraczek,Gift Basket,GB102,Rosmary EVOO Gift Basket,3,$75.00 ,225.0
1103300,Florida,4153,1103300,900016625,Norm Hawkins,Sales Representative,4/5/2019,Retail,Business,3085,Ullrich Inc,Bath products,BP402,Assorted Olive Bar Soap - 6 pk,2,$30.00 ,60.0
1103316,Florida,4154,1103316,900016625,Norm Hawkins,Sales Representative,4/7/2019,Retail,Individual,3301,Orrin Novotna,Gift Basket,GB106,Basil EVOO Gift Basket,3,$75.00 ,225.0
1103354,Florida,4155,1103354,900016625,Norm Hawkins,Sales Representative,4/12/2019,Retail,Individual,3888,Brew Luton,Olive Oil,OO601,Extra Virgin Olive Oil - Bold 6pk,1,$114.00 ,114.0
1103371,Florida,4156,1103371,900016625,Norm Hawkins,Sales Representative,4/14/2019,Retail,Individual,2214,Christan Winston,Bath products,BP100,Lavender and Olive Body Soap,2,$7.45 ,14.9
