order number,employee id,employee name,employee name,employee_job_title,order date,order type,customer type,cust id,customer name,customer name,prod category,prod number,prod_name,quantity,price,order total
1103833,900011212,Tricia Beaudry,Tricia Beaudry,Senior Sales Representative,6/19/2019,Retail,Individual,1341,Donovan Linzee,Donovan Linzee,Bath products,BP305,Mandarin and Olive Oil Lotion,3,$9.99 ,29.97
1103883,900011212,Tricia Beaudry,Tricia Beaudry,Senior Sales Representative,6/25/2019,Retail,Individual,3424,Leslie Probet,Leslie Probet,Bath products,BP401,Assorted Olive Oil Bar Soap - 3 pk,3,$14.50 ,43.5
1104024,900011212,Tricia Beaudry,Tricia Beaudry,Senior Sales Representative,7/14/2019,Retail,Business,3885,Beahan Group,Beahan Group,Olive Oil,OO200,Extra Virgin Olive Oil - Bold 2pk,3,$17.50 ,52.5
1104620,900011212,Tricia Beaudry,Tricia Beaudry,Senior Sales Representative,10/10/2019,Retail,Individual,3424,Leslie Probet,Leslie Probet,Olive Oil,OO125,Garlic Extra Virgin Olive Oil 12pk,1,$234.00 ,234
1104664,900011212,Tricia Beaudry,Tricia Beaudry,Senior Sales Representative,10/17/2019,Wholesale,Business,1338,Raynor Inc,Raynor Inc,Olive Oil,OO124,Basil Extra Virgin Olive Oil 12pk,8,$234.00 ,1872
1104784,900011212,Tricia Beaudry,Tricia Beaudry,Senior Sales Representative,11/2/2019,Wholesale,Business,2700,Herzog Inc,Herzog Inc,Bath products,BP105,Lavender and Olive Oil Lotion,8,$9.99 ,79.92
1104789,900011212,Tricia Beaudry,Tricia Beaudry,Senior Sales Representative,11/4/2019,Wholesale,Business,2700,Herzog Inc,Herzog Inc,Olive Oil,OO603,Extra Virgin Olive Oil - Delicate 6pk,12,$114.00 ,1368
1104821,900011212,Tricia Beaudry,Tricia Beaudry,Senior Sales Representative,11/8/2019,Retail,Individual,1603,Delila Biddell,Delila Biddell,Olive Oil,OO304,Extra Virgin Olive Oil - Medium,4,$24.50 ,98
1104839,900011212,Tricia Beaudry,Tricia Beaudry,Senior Sales Representative,11/11/2019,Retail,Individual,2052,Roselia Cullip,Roselia Cullip,Gift Basket,GB104,Garlic EVOO Gift Basket,3,$75.00 ,225
1104926,900011212,Tricia Beaudry,Tricia Beaudry,Senior Sales Representative,11/23/2019,Retail,Individual,3424,Leslie Probet,Leslie Probet,Gift Basket,GB304,Scented Olive Oil Bath Salts Gift Basket,4,$35.00 ,140
1104989,900011212,Tricia Beaudry,Tricia Beaudry,Senior Sales Representative,12/1/2019,Retail,Individual,2564,Marigold Spencer,Marigold Spencer,Olive Oil,OO200,Extra Virgin Olive Oil - Bold 2pk,1,$17.50 ,17.5
1104994,900011212,Tricia Beaudry,Tricia Beaudry,Senior Sales Representative,12/2/2019,Retail,Individual,1125,Fairleigh Peiser,Fairleigh Peiser,Gift Basket,GB103,Lemon EVOO Gift Basket,3,$75.00 ,225
1105180,900011212,Tricia Beaudry,Tricia Beaudry,Senior Sales Representative,12/31/2019,Retail,Individual,1830,Hubey Haw,Hubey Haw,Bath products,BP300,Mandarin and Olive Body Soap,2,$7.45 ,14.9
1105531,900011212,Tricia Beaudry,Tricia Beaudry,Senior Sales Representative,2/20/2020,Wholesale,Business,2700,Herzog Inc,Herzog Inc,Olive Oil,OO120,Extra Virgin Olive Oil - Delicate 12pk,7,$234.00 ,1638
1105642,900011212,Tricia Beaudry,Tricia Beaudry,Senior Sales Representative,3/8/2020,Retail,Individual,2564,Marigold Spencer,Marigold Spencer,Olive Oil,OO302,Chili Extra Virgin Olive Oil,1,$26.00 ,26
1105686,900011212,Tricia Beaudry,Tricia Beaudry,Senior Sales Representative,3/13/2020,Retail,Individual,2397,Benjamen Nyland,Benjamen Nyland,Olive Oil,OO123,Extra Virgin Olive Oil - Trio 12pk,2,$234.00 ,468
1105743,900011212,Tricia Beaudry,Tricia Beaudry,Senior Sales Representative,3/21/2020,Retail,Individual,1125,Fairleigh Peiser,Fairleigh Peiser,Gift Basket,GB101,Infused EVOO Gift Basket,4,$75.00 ,300
1105959,900011212,Tricia Beaudry,Tricia Beaudry,Senior Sales Representative,4/23/2020,Wholesale,Business,3981,Barrows LLC,Barrows LLC,Olive Oil,OO124,Basil Extra Virgin Olive Oil 12pk,7,$234.00 ,1638
1105983,900011212,Tricia Beaudry,Tricia Beaudry,Senior Sales Representative,4/26/2020,Retail,Individual,1830,Hubey Haw,Hubey Haw,Olive Oil,OO307,Rosemary Extra Virgin Olive Oil,2,$26.00 ,52
1106011,900011212,Tricia Beaudry,Tricia Beaudry,Senior Sales Representative,5/2/2020,Retail,Business,3885,Beahan Group,Beahan Group,Gift Basket,GB300,Deluxe Bath Gift Basket,3,$115.00 ,345
1106064,900011212,Tricia Beaudry,Tricia Beaudry,Senior Sales Representative,5/10/2020,Wholesale,Business,3981,Barrows LLC,Barrows LLC,Olive Oil,OO122,Extra Virgin Olive Oil - Bold 12pk,4,$234.00 ,936
1106065,900011212,Tricia Beaudry,Tricia Beaudry,Senior Sales Representative,5/10/2020,Retail,Individual,1830,Hubey Haw,Hubey Haw,Olive Oil,OO308,Basil Extra Virgin Olive Oil,2,$26.00 ,52
1106180,900011212,Tricia Beaudry,Tricia Beaudry,Senior Sales Representative,5/24/2020,Retail,Individual,2975,Clo Illwell,Clo Illwell,Bath products,BP101,Lavender and Olive Bath Salts,4,$8.50 ,34
1106214,900011212,Tricia Beaudry,Tricia Beaudry,Senior Sales Representative,5/30/2020,Retail,Business,3885,Beahan Group,Beahan Group,Gift Basket,GB301,Scented Olive Oil Candle Gift Basket,3,$19.50 ,58.5
1106219,900011212,Tricia Beaudry,Tricia Beaudry,Senior Sales Representative,5/31/2020,Retail,Individual,2052,Roselia Cullip,Roselia Cullip,Olive Oil,OO605,Chili Extra Virgin Olive Oil 6pk,4,$123.00 ,492
1106511,900011212,Tricia Beaudry,Tricia Beaudry,Senior Sales Representative,7/7/2020,Retail,Individual,2009,Forest Gibbetts,Forest Gibbetts,Olive Oil,OO205,Rosemary Extra Virgin Olive Oil 2pk,4,$45.00 ,180
1106581,900011212,Tricia Beaudry,Tricia Beaudry,Senior Sales Representative,7/16/2020,Retail,Individual,2009,Forest Gibbetts,Forest Gibbetts,Gift Basket,GB103,Lemon EVOO Gift Basket,3,$75.00 ,225
1106829,900011212,Tricia Beaudry,Tricia Beaudry,Senior Sales Representative,8/18/2020,Retail,Individual,2009,Forest Gibbetts,Forest Gibbetts,Gift Basket,GB104,Garlic EVOO Gift Basket,3,$75.00 ,225
1106838,900011212,Tricia Beaudry,Tricia Beaudry,Senior Sales Representative,8/19/2020,Wholesale,Business,1338,Raynor Inc,Raynor Inc,Olive Oil,OO124,Basil Extra Virgin Olive Oil 12pk,2,$234.00 ,468
1106958,900011212,Tricia Beaudry,Tricia Beaudry,Senior Sales Representative,9/5/2020,Retail,Individual,1125,Fairleigh Peiser,Fairleigh Peiser,Olive Oil,OO303,Extra Virgin Olive Oil - Delicate,3,$24.50 ,73.5
1107469,900011212,Tricia Beaudry,Tricia Beaudry,Senior Sales Representative,11/19/2020,Retail,Individual,3694,Jany Halliday,Jany Halliday,Olive Oil,OO127,Rosemary Extra Virgin Olive Oil 12pk,4,$234.00 ,936
1107477,900011212,Tricia Beaudry,Tricia Beaudry,Senior Sales Representative,11/20/2020,Wholesale,Business,2700,Herzog Inc,Herzog Inc,Olive Oil,OO124,Basil Extra Virgin Olive Oil 12pk,2,$234.00 ,468
1107480,900011212,Tricia Beaudry,Tricia Beaudry,Senior Sales Representative,11/21/2020,Retail,Individual,3401,Ahmad Lonie,Ahmad Lonie,Olive Oil,OO125,Garlic Extra Virgin Olive Oil 12pk,4,$234.00 ,936
1107570,900011212,Tricia Beaudry,Tricia Beaudry,Senior Sales Representative,12/2/2020,Retail,Individual,3694,Jany Halliday,Jany Halliday,Olive Oil,OO127,Rosemary Extra Virgin Olive Oil 12pk,3,$234.00 ,702
1107662,900011212,Tricia Beaudry,Tricia Beaudry,Senior Sales Representative,12/14/2020,Wholesale,Business,3981,Barrows LLC,Barrows LLC,Gift Basket,GB105,Chili EVOO Gift Basket,12,$75.00 ,900
1107714,900011212,Tricia Beaudry,Tricia Beaudry,Senior Sales Representative,12/21/2020,Wholesale,Business,1338,Raynor Inc,Raynor Inc,Bath products,BP101,Lavender and Olive Bath Salts,7,$8.50 ,59.5
1102965,900018684,Vincent Kobak,Vincent Kobak,Sales Associate IV,2/12/2019,Retail,Individual,3240,Haroun Donaldson,Haroun Donaldson,Bath products,BP102,Lavender and Olive Candle,3,$6.99 ,20.97
1102974,900018684,Vincent Kobak,Vincent Kobak,Sales Associate IV,2/14/2019,Retail,Individual,3519,Myrlene Knyvett,Myrlene Knyvett,Bath products,BP103,Lavender and Olive Oil Bar Soap,1,$5.99 ,5.99
1103046,900018684,Vincent Kobak,Vincent Kobak,Sales Associate IV,2/24/2019,Retail,Individual,3166,Trevar Arch,Trevar Arch,Olive Oil,OO128,Chili Extra Virgin Olive Oil 12pk,3,$234.00 ,702
1103112,900018684,Vincent Kobak,Vincent Kobak,Sales Associate IV,3/11/2019,Wholesale,Business,3222,Hane LLC,Hane LLC,Bath products,BP105,Lavender and Olive Oil Lotion,1,$9.99 ,9.99
1103132,900018684,Vincent Kobak,Vincent Kobak,Sales Associate IV,3/14/2019,Retail,Individual,4089,Merrel Dincey,Merrel Dincey,Bath products,BP105,Lavender and Olive Oil Lotion,4,$9.99 ,39.96
1103341,900018684,Vincent Kobak,Vincent Kobak,Sales Associate IV,4/10/2019,Retail,Individual,3273,Isidora Frie,Isidora Frie,Olive Oil,OO202,Extra Virgin Olive Oil - Medium 2pk,1,$16.75 ,16.75
1103456,900018684,Vincent Kobak,Vincent Kobak,Sales Associate IV,4/26/2019,Retail,Individual,3367,Kiersten Alasdair,Kiersten Alasdair,Gift Basket,GB303,Scented Olive Oil Lotion Gift Basket,2,$27.00 ,54
1103469,900018684,Vincent Kobak,Vincent Kobak,Sales Associate IV,4/28/2019,Retail,Individual,3540,Barty Dennerly,Barty Dennerly,Bath products,BP300,Mandarin and Olive Body Soap,4,$7.45 ,29.8
1103571,900018684,Vincent Kobak,Vincent Kobak,Sales Associate IV,5/10/2019,Retail,Individual,1816,Netta Gruczka,Netta Gruczka,Bath products,BP103,Lavender and Olive Oil Bar Soap,4,$5.99 ,23.96
1103694,900018684,Vincent Kobak,Vincent Kobak,Sales Associate IV,5/28/2019,Retail,Individual,2022,Kelley Garrold,Kelley Garrold,Gift Basket,GB105,Chili EVOO Gift Basket,3,$75.00 ,225
1103704,900018684,Vincent Kobak,Vincent Kobak,Sales Associate IV,5/31/2019,Retail,Individual,4089,Merrel Dincey,Merrel Dincey,Olive Oil,OO309,Garlic Extra Virgin Olive Oil,3,$26.00 ,78
1103733,900018684,Vincent Kobak,Vincent Kobak,Sales Associate IV,6/5/2019,Retail,Individual,2906,Riki Oxtiby,Riki Oxtiby,Bath products,BP501,Vanilla and Olive Bath Salts,3,$8.50 ,25.5
1103834,900018684,Vincent Kobak,Vincent Kobak,Sales Associate IV,6/19/2019,Retail,Individual,1454,Car Vasyutin,Car Vasyutin,Gift Basket,GB300,Deluxe Bath Gift Basket,2,$115.00 ,230
1103982,900018684,Vincent Kobak,Vincent Kobak,Sales Associate IV,7/9/2019,Wholesale,Business,2538,Hickle Bakery,Hickle Bakery,Olive Oil,OO120,Extra Virgin Olive Oil - Delicate 12pk,4,$234.00 ,936
1104091,900018684,Vincent Kobak,Vincent Kobak,Sales Associate IV,7/23/2019,Retail,Individual,2059,Halie Jeannesson,Halie Jeannesson,Olive Oil,OO128,Chili Extra Virgin Olive Oil 12pk,3,$234.00 ,702
1104314,900018684,Vincent Kobak,Vincent Kobak,Sales Associate IV,8/25/2019,Retail,Individual,2906,Riki Oxtiby,Riki Oxtiby,Bath products,BP300,Mandarin and Olive Body Soap,1,$7.45 ,7.45
1104348,900018684,Vincent Kobak,Vincent Kobak,Sales Associate IV,8/29/2019,Retail,Individual,4059,Gardy Fairfoot,Gardy Fairfoot,Bath products,BP301,Mandarin and Olive Bath Salts,3,$8.50 ,25.5
1104510,900018684,Vincent Kobak,Vincent Kobak,Sales Associate IV,9/23/2019,Retail,Individual,3273,Isidora Frie,Isidora Frie,Olive Oil,OO207,Basil Extra Virgin Olive Oil 2pk,1,$45.00 ,45
1104525,900018684,Vincent Kobak,Vincent Kobak,Sales Associate IV,9/26/2019,Retail,Individual,2674,Kitty Brewitt,Kitty Brewitt,Olive Oil,OO609,Lemon Extra Virgin Olive Oil 6pk,2,$123.00 ,246
1104546,900018684,Vincent Kobak,Vincent Kobak,Sales Associate IV,9/29/2019,Retail,Individual,1198,Ebony Roelofs,Ebony Roelofs,Gift Basket,GB105,Chili EVOO Gift Basket,1,$75.00 ,75
1104580,900018684,Vincent Kobak,Vincent Kobak,Sales Associate IV,10/4/2019,Wholesale,Business,3222,Hane LLC,Hane LLC,Olive Oil,OO125,Garlic Extra Virgin Olive Oil 12pk,13,$234.00 ,3042
1104683,900018684,Vincent Kobak,Vincent Kobak,Sales Associate IV,10/19/2019,Retail,Individual,2994,Betty Petheridge,Betty Petheridge,Olive Oil,OO603,Extra Virgin Olive Oil - Delicate 6pk,3,$114.00 ,342
1104716,900018684,Vincent Kobak,Vincent Kobak,Sales Associate IV,10/24/2019,Retail,Individual,2022,Kelley Garrold,Kelley Garrold,Bath products,BP105,Lavender and Olive Oil Lotion,4,$9.99 ,39.96
1104713,900018684,Vincent Kobak,Vincent Kobak,Sales Associate IV,10/24/2019,Retail,Individual,1454,Car Vasyutin,Car Vasyutin,Olive Oil,OO120,Extra Virgin Olive Oil - Delicate 12pk,3,$234.00 ,702
1104780,900018684,Vincent Kobak,Vincent Kobak,Sales Associate IV,11/1/2019,Wholesale,Business,3222,Hane LLC,Hane LLC,Olive Oil,OO120,Extra Virgin Olive Oil - Delicate 12pk,3,$234.00 ,702
1104778,900018684,Vincent Kobak,Vincent Kobak,Sales Associate IV,11/1/2019,Retail,Individual,1601,Nicolais Yerson,Nicolais Yerson,Olive Oil,OO608,Rosemary Extra Virgin Olive Oil 6pk,1,$123.00 ,123
1104806,900018684,Vincent Kobak,Vincent Kobak,Sales Associate IV,11/6/2019,Retail,Individual,1154,Deloria Haddy,Deloria Haddy,Olive Oil,OO301,Extra Virgin Olive Oil - Bold,4,$24.50 ,98
1104841,900018684,Vincent Kobak,Vincent Kobak,Sales Associate IV,11/11/2019,Retail,Individual,1154,Deloria Haddy,Deloria Haddy,Olive Oil,OO607,Garlic Extra Virgin Olive Oil 6pk,1,$123.00 ,123
1104934,900018684,Vincent Kobak,Vincent Kobak,Sales Associate IV,11/24/2019,Retail,Individual,3585,Siobhan Gildea,Siobhan Gildea,Bath products,BP304,Mandarin and Olive Oil Bar Soap 3pk,2,$14.50 ,29
1105101,900018684,Vincent Kobak,Vincent Kobak,Sales Associate IV,12/19/2019,Retail,Individual,3367,Kiersten Alasdair,Kiersten Alasdair,Olive Oil,OO200,Extra Virgin Olive Oil - Bold 2pk,1,$17.50 ,17.5
1105240,900018684,Vincent Kobak,Vincent Kobak,Sales Associate IV,1/8/2020,Retail,Individual,2264,Malvin Chesman,Malvin Chesman,Olive Oil,OO200,Extra Virgin Olive Oil - Bold 2pk,4,$17.50 ,70
1105244,900018684,Vincent Kobak,Vincent Kobak,Sales Associate IV,1/8/2020,Retail,Individual,3519,Myrlene Knyvett,Myrlene Knyvett,Olive Oil,OO609,Lemon Extra Virgin Olive Oil 6pk,4,$123.00 ,492
1105274,900018684,Vincent Kobak,Vincent Kobak,Sales Associate IV,1/13/2020,Retail,Individual,1601,Nicolais Yerson,Nicolais Yerson,Bath products,BP300,Mandarin and Olive Body Soap,2,$7.45 ,14.9
1105357,900018684,Vincent Kobak,Vincent Kobak,Sales Associate IV,1/25/2020,Retail,Individual,3540,Barty Dennerly,Barty Dennerly,Olive Oil,OO301,Extra Virgin Olive Oil - Bold,2,$24.50 ,49
1105365,900018684,Vincent Kobak,Vincent Kobak,Sales Associate IV,1/27/2020,Retail,Individual,2674,Kitty Brewitt,Kitty Brewitt,Bath products,BP304,Mandarin and Olive Oil Bar Soap 3pk,4,$14.50 ,58
1105442,900018684,Vincent Kobak,Vincent Kobak,Sales Associate IV,2/6/2020,Retail,Individual,3585,Siobhan Gildea,Siobhan Gildea,Gift Basket,GB302,Scented Olive Oil Bath Soap Gift Basket,3,$45.00 ,135
1105501,900018684,Vincent Kobak,Vincent Kobak,Sales Associate IV,2/15/2020,Retail,Individual,2022,Kelley Garrold,Kelley Garrold,Olive Oil,OO607,Garlic Extra Virgin Olive Oil 6pk,1,$123.00 ,123
1105537,900018684,Vincent Kobak,Vincent Kobak,Sales Associate IV,2/22/2020,Retail,Individual,3240,Haroun Donaldson,Haroun Donaldson,Olive Oil,OO307,Rosemary Extra Virgin Olive Oil,3,$26.00 ,78
1105571,900018684,Vincent Kobak,Vincent Kobak,Sales Associate IV,2/26/2020,Retail,Individual,2727,Bendite Gritsunov,Bendite Gritsunov,Bath products,BP101,Lavender and Olive Bath Salts,1,$8.50 ,8.5
1105622,900018684,Vincent Kobak,Vincent Kobak,Sales Associate IV,3/5/2020,Retail,Individual,2631,Renato Gifkins,Renato Gifkins,Gift Basket,GB304,Scented Olive Oil Bath Salts Gift Basket,4,$35.00 ,140
1105665,900018684,Vincent Kobak,Vincent Kobak,Sales Associate IV,3/10/2020,Retail,Individual,3166,Trevar Arch,Trevar Arch,Olive Oil,OO205,Rosemary Extra Virgin Olive Oil 2pk,1,$45.00 ,45
1105690,900018684,Vincent Kobak,Vincent Kobak,Sales Associate IV,3/13/2020,Wholesale,Business,2351,Ziemann Group,Ziemann Group,Olive Oil,OO126,Lemon Extra Virgin Olive Oil 12pk,13,$234.00 ,3042
1105697,900018684,Vincent Kobak,Vincent Kobak,Sales Associate IV,3/14/2020,Retail,Individual,4059,Gardy Fairfoot,Gardy Fairfoot,Olive Oil,OO308,Basil Extra Virgin Olive Oil,3,$26.00 ,78
1105716,900018684,Vincent Kobak,Vincent Kobak,Sales Associate IV,3/17/2020,Retail,Individual,2674,Kitty Brewitt,Kitty Brewitt,Olive Oil,OO609,Lemon Extra Virgin Olive Oil 6pk,4,$123.00 ,492
1105755,900018684,Vincent Kobak,Vincent Kobak,Sales Associate IV,3/22/2020,Retail,Individual,2928,Everett Bartels-Ellis,Everett Bartels-Ellis,Olive Oil,OO301,Extra Virgin Olive Oil - Bold,4,$24.50 ,98
1105772,900018684,Vincent Kobak,Vincent Kobak,Sales Associate IV,3/25/2020,Retail,Individual,1816,Netta Gruczka,Netta Gruczka,Olive Oil,OO603,Extra Virgin Olive Oil - Delicate 6pk,4,$114.00 ,456
1105958,900018684,Vincent Kobak,Vincent Kobak,Sales Associate IV,4/23/2020,Retail,Individual,2928,Everett Bartels-Ellis,Everett Bartels-Ellis,Bath products,BP504,Vanilla and Olive Oil Bar Soap 3pk,3,$14.50 ,43.5
1106198,900018684,Vincent Kobak,Vincent Kobak,Sales Associate IV,5/27/2020,Retail,Individual,2631,Renato Gifkins,Renato Gifkins,Olive Oil,OO605,Chili Extra Virgin Olive Oil 6pk,1,$123.00 ,123
1106204,900018684,Vincent Kobak,Vincent Kobak,Sales Associate IV,5/29/2020,Retail,Individual,1198,Ebony Roelofs,Ebony Roelofs,Olive Oil,OO120,Extra Virgin Olive Oil - Delicate 12pk,4,$234.00 ,936
1106237,900018684,Vincent Kobak,Vincent Kobak,Sales Associate IV,6/2/2020,Wholesale,Business,2351,Ziemann Group,Ziemann Group,Olive Oil,OO120,Extra Virgin Olive Oil - Delicate 12pk,7,$234.00 ,1638
1106290,900018684,Vincent Kobak,Vincent Kobak,Sales Associate IV,6/9/2020,Retail,Individual,2928,Everett Bartels-Ellis,Everett Bartels-Ellis,Olive Oil,OO605,Chili Extra Virgin Olive Oil 6pk,1,$123.00 ,123
1106489,900018684,Vincent Kobak,Vincent Kobak,Sales Associate IV,7/5/2020,Wholesale,Business,3222,Hane LLC,Hane LLC,Bath products,BP302,Mandarin and Olive Candle,7,$6.99 ,48.93
1106763,900018684,Vincent Kobak,Vincent Kobak,Sales Associate IV,8/9/2020,Retail,Individual,4089,Merrel Dincey,Merrel Dincey,Olive Oil,OO121,Extra Virgin Olive Oil - Medium 12 pk,1,$19.50 ,19.5
1107036,900018684,Vincent Kobak,Vincent Kobak,Sales Associate IV,9/17/2020,Wholesale,Business,2538,Hickle Bakery,Hickle Bakery,Olive Oil,OO128,Chili Extra Virgin Olive Oil 12pk,2,$234.00 ,468
1107308,900018684,Vincent Kobak,Vincent Kobak,Sales Associate IV,10/27/2020,Wholesale,Business,2538,Hickle Bakery,Hickle Bakery,Olive Oil,OO125,Garlic Extra Virgin Olive Oil 12pk,10,$234.00 ,2340
1107493,900018684,Vincent Kobak,Vincent Kobak,Sales Associate IV,11/22/2020,Wholesale,Business,2538,Hickle Bakery,Hickle Bakery,Olive Oil,OO120,Extra Virgin Olive Oil - Delicate 12pk,2,$234.00 ,468
1107631,900018684,Vincent Kobak,Vincent Kobak,Sales Associate IV,12/10/2020,Retail,Individual,2727,Bendite Gritsunov,Bendite Gritsunov,Gift Basket,GB103,Lemon EVOO Gift Basket,1,$75.00 ,75
1107682,900018684,Vincent Kobak,Vincent Kobak,Sales Associate IV,12/17/2020,Retail,Individual,3240,Haroun Donaldson,Haroun Donaldson,Olive Oil,OO606,Basil Extra Virgin Olive Oil 6pk,3,$123.00 ,369
1107681,900018684,Vincent Kobak,Vincent Kobak,Sales Associate IV,12/17/2020,Retail,Individual,2059,Halie Jeannesson,Halie Jeannesson,Gift Basket,GB301,Scented Olive Oil Candle Gift Basket,1,$19.50 ,19.5
1107816,900018684,Vincent Kobak,Vincent Kobak,Sales Associate IV,1/4/2021,Retail,Individual,3367,Kiersten Alasdair,Kiersten Alasdair,Bath products,BP302,Mandarin and Olive Candle,3,$6.99 ,20.97
1107825,900018684,Vincent Kobak,Vincent Kobak,Sales Associate IV,1/6/2021,Retail,Individual,4059,Gardy Fairfoot,Gardy Fairfoot,Olive Oil,OO306,Lemon Extra Virgin Olive Oil,2,$26.00 ,52
1107855,900018684,Vincent Kobak,Vincent Kobak,Sales Associate IV,1/11/2021,Retail,Individual,2264,Malvin Chesman,Malvin Chesman,Bath products,BP100,Lavender and Olive Body Soap,4,$7.45 ,29.8
1102904,900010453,Winifred Fetterman,Winifred Fetterman,Senior Sales Representative,2/6/2019,Wholesale,Business,3332,Goodwin LLC,Goodwin LLC,Bath products,BP302,Mandarin and Olive Candle,3,$6.99 ,20.97
1102992,900010453,Winifred Fetterman,Winifred Fetterman,Senior Sales Representative,2/17/2019,Retail,Individual,3607,Kendra Twallin,Kendra Twallin,Olive Oil,OO121,Extra Virgin Olive Oil - Medium 12 pk,2,$19.50 ,39
1103056,900010453,Winifred Fetterman,Winifred Fetterman,Senior Sales Representative,2/26/2019,Retail,Individual,3593,Clem Baldin,Clem Baldin,Olive Oil,OO305,Extra Virgin Olive Oil - Trio 3pk,3,$70.00 ,210
1103259,900010453,Winifred Fetterman,Winifred Fetterman,Senior Sales Representative,3/31/2019,Retail,Individual,2057,Ermentrude Abels,Ermentrude Abels,Olive Oil,OO608,Rosemary Extra Virgin Olive Oil 6pk,2,$123.00 ,246
1103281,900010453,Winifred Fetterman,Winifred Fetterman,Senior Sales Representative,4/3/2019,Retail,Individual,4021,Mersey Shrubsall,Mersey Shrubsall,Olive Oil,OO309,Garlic Extra Virgin Olive Oil,1,$26.00 ,26
1103278,900010453,Winifred Fetterman,Winifred Fetterman,Senior Sales Representative,4/3/2019,Retail,Individual,1203,Tina Argontt,Tina Argontt,Bath products,BP501,Vanilla and Olive Bath Salts,3,$8.50 ,25.5
1103308,900010453,Winifred Fetterman,Winifred Fetterman,Senior Sales Representative,4/6/2019,Retail,Individual,2890,Raphael Kedie,Raphael Kedie,Bath products,BP100,Lavender and Olive Body Soap,1,$7.45 ,7.45
1103317,900010453,Winifred Fetterman,Winifred Fetterman,Senior Sales Representative,4/7/2019,Retail,Individual,3275,Briant Wybrow,Briant Wybrow,Bath products,BP103,Lavender and Olive Oil Bar Soap,1,$5.99 ,5.99
1103346,900010453,Winifred Fetterman,Winifred Fetterman,Senior Sales Representative,4/11/2019,Wholesale,Business,3394,Kling Group,Kling Group,Bath products,BP104,Lavender and Olive Oil Bar Soap 3pk,2,$14.50 ,29
1103425,900010453,Winifred Fetterman,Winifred Fetterman,Senior Sales Representative,4/22/2019,Retail,Individual,1299,Gayel Mirrlees,Gayel Mirrlees,Olive Oil,OO306,Lemon Extra Virgin Olive Oil,1,$26.00 ,26
1103457,900010453,Winifred Fetterman,Winifred Fetterman,Senior Sales Representative,4/27/2019,Retail,Individual,2981,Dorine Esslement,Dorine Esslement,Olive Oil,OO303,Extra Virgin Olive Oil - Delicate,3,$24.50 ,73.5
1103458,900010453,Winifred Fetterman,Winifred Fetterman,Senior Sales Representative,4/27/2019,Retail,Individual,3607,Kendra Twallin,Kendra Twallin,Olive Oil,OO308,Basil Extra Virgin Olive Oil,1,$26.00 ,26
1103510,900010453,Winifred Fetterman,Winifred Fetterman,Senior Sales Representative,5/2/2019,Retail,Individual,1884,Jacques Simonsen,Jacques Simonsen,Bath products,BP505,Vanilla and Olive Oil Lotion,1,$9.99 ,9.99
1103511,900010453,Winifred Fetterman,Winifred Fetterman,Senior Sales Representative,5/2/2019,Retail,Individual,1126,Quint Rozalski,Quint Rozalski,Bath products,BP101,Lavender and Olive Bath Salts,4,$8.50 ,34
1103548,900010453,Winifred Fetterman,Winifred Fetterman,Senior Sales Representative,5/7/2019,Retail,Individual,1533,Lily Holbury,Lily Holbury,Olive Oil,OO303,Extra Virgin Olive Oil - Delicate,4,$24.50 ,98
1103654,900010453,Winifred Fetterman,Winifred Fetterman,Senior Sales Representative,5/23/2019,Retail,Individual,1890,Darby Hopewell,Darby Hopewell,Gift Basket,GB104,Garlic EVOO Gift Basket,3,$75.00 ,225
1103686,900010453,Winifred Fetterman,Winifred Fetterman,Senior Sales Representative,5/27/2019,Wholesale,Business,3394,Kling Group,Kling Group,Olive Oil,OO126,Lemon Extra Virgin Olive Oil 12pk,3,$234.00 ,702
1103695,900010453,Winifred Fetterman,Winifred Fetterman,Senior Sales Representative,5/28/2019,Retail,Individual,2736,Felicle Mundford,Felicle Mundford,Olive Oil,OO127,Rosemary Extra Virgin Olive Oil 12pk,2,$234.00 ,468
1103711,900010453,Winifred Fetterman,Winifred Fetterman,Senior Sales Representative,6/2/2019,Wholesale,Business,3332,Goodwin LLC,Goodwin LLC,Olive Oil,OO125,Garlic Extra Virgin Olive Oil 12pk,6,$234.00 ,1404
1103717,900010453,Winifred Fetterman,Winifred Fetterman,Senior Sales Representative,6/2/2019,Retail,Individual,3190,Swen Godsell,Swen Godsell,Bath products,BP501,Vanilla and Olive Bath Salts,2,$8.50 ,17
1103714,900010453,Winifred Fetterman,Winifred Fetterman,Senior Sales Representative,6/2/2019,Retail,Individual,2330,Marita Bignall,Marita Bignall,Olive Oil,OO608,Rosemary Extra Virgin Olive Oil 6pk,2,$123.00 ,246
1103840,900010453,Winifred Fetterman,Winifred Fetterman,Senior Sales Representative,6/19/2019,Retail,Individual,2530,Daniela Hallard,Daniela Hallard,Olive Oil,OO205,Rosemary Extra Virgin Olive Oil 2pk,1,$45.00 ,45
1103859,900010453,Winifred Fetterman,Winifred Fetterman,Senior Sales Representative,6/22/2019,Retail,Individual,2530,Daniela Hallard,Daniela Hallard,Olive Oil,OO608,Rosemary Extra Virgin Olive Oil 6pk,3,$123.00 ,369
